item_id,title,category,attributes,allergens,unit_price,store_format
N200688,Meadow greek yogurt 330 ml pack of 12,Dairy,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 12}",milk,16.49,online
N201846,Northfield bin liners 1 L pack of 6,Household,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 6}",none,6.69,supermarket
N200482,Bluebell baby spinach 330 ml pack of 4,Produce,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,9.72,online
N201748,Orchard cola zero 250 ml pack of 1,Beverages,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,1.72,express
N202020,Northfield oat drink 750 g pack of 2,Beverages,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 2}",none,7.56,express
N202777,Northfield sourdough loaf 2 L pack of 12,Bakery,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 12}",gluten;egg,11.78,online
N201426,Valley avocado ripe 1 L pack of 6,Produce,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 6}",none,8.79,express
N202284,Orchard orange juice 500 g pack of 2,Beverages,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 2}",none,3.59,express
N201203,Bluebell fish fingers 1 L pack of 1,Frozen,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 1}",gluten;fish,3.08,express
N201508,Bluebell orange juice 330 ml pack of 6,Beverages,"{""brand"": ""Bluebell"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,23.0,supermarket
N202047,Meadow shampoo daily 250 ml pack of 2,Personal Care,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,5.04,online
N201383,Meadow hand soap 250 ml pack of 6,Personal Care,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,10.53,supermarket
N202729,Northfield sourdough loaf 2 L pack of 1,Bakery,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 1}",gluten;egg,3.85,supermarket
N200046,Orchard glass cleaner 6 pk pack of 2,Household,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,1.28,supermarket
N201564,Meadow oat drink 500 g pack of 1,Beverages,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 1}",none,5.35,supermarket
N200961,Orchard sourdough loaf 1 L pack of 6,Bakery,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 6}",gluten;egg,16.78,supermarket
N201298,Bluebell baby spinach 1 kg pack of 2,Produce,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,6.89,online
N202640,Northfield greek yogurt 6 pk pack of 4,Dairy,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 4}",milk,1.08,online
N200106,Orchard banana bunch 750 g pack of 2,Produce,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 2}",none,7.82,supermarket
N201759,Valley hand soap 500 g pack of 2,Personal Care,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 2}",none,22.38,supermarket
N201556,Harvest cola zero 250 ml pack of 2,Beverages,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,13.08,express
N200025,Valley blueberry muffin 1 kg pack of 12,Bakery,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 12}",gluten;egg,3.99,express
N200944,Northfield salted butter 1 L pack of 1,Dairy,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 1}",milk,1.86,supermarket
N202843,Northfield margherita pizza 6 pk pack of 2,Frozen,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;fish,11.88,online
N201403,Northfield fish fingers 250 ml pack of 1,Frozen,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 1}",gluten;fish,22.61,express
N200051,Meadow garden peas 2 L pack of 12,Frozen,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 12}",gluten;fish,21.49,online
N200235,Harvest fish fingers 2 L pack of 12,Frozen,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 12}",gluten;fish,0.83,online
N200969,Bluebell wholemeal bread 6 pk pack of 6,Bakery,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;egg,17.87,supermarket
N201206,Harvest dish soap 2 L pack of 2,Household,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 2}",none,4.01,online
N201419,Valley garden peas 1 L pack of 4,Frozen,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 4}",gluten;fish,15.06,supermarket
N202498,Bluebell cherry tomato 750 g pack of 4,Produce,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 4}",none,9.87,online
N201266,Bluebell avocado ripe 750 g pack of 12,Produce,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 12}",none,9.18,online
N201093,Orchard dark chocolate 1 L pack of 1,Snacks,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 1}",nuts;milk,22.48,supermarket
N200949,Valley rice cakes 2 L pack of 1,Snacks,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 1}",nuts;milk,14.66,online
N201155,Northfield vanilla icecream 6 pk pack of 6,Frozen,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;fish,6.53,express
N202338,Harvest gala apple 330 ml pack of 2,Produce,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,22.32,online
N200030,Harvest bin liners 750 g pack of 4,Household,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 4}",none,6.82,supermarket
N202854,Orchard paper towel 250 ml pack of 2,Household,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,8.58,express
N202242,Meadow banana bunch 250 ml pack of 2,Produce,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,17.0,supermarket
N200418,Orchard banana bunch 1 kg pack of 6,Produce,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 6}",none,16.28,supermarket
N200533,Meadow trail mix 6 pk pack of 2,Snacks,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",nuts;milk,12.87,supermarket
N202549,Bluebell dark chocolate 500 g pack of 1,Snacks,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 1}",nuts;milk,10.79,express
N202743,Orchard body lotion 1 kg pack of 2,Personal Care,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,9.65,online
N202148,Meadow sparkling water 330 ml pack of 1,Beverages,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 1}",none,1.8,express
N201894,Valley bin liners 2 L pack of 6,Household,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 6}",none,1.83,express
N200027,Harvest vanilla icecream 2 L pack of 6,Frozen,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 6}",gluten;fish,2.47,express
N201805,Bluebell tortilla chips 250 ml pack of 6,Snacks,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 6}",nuts;milk,5.85,express
N201075,Northfield fish fingers 1 kg pack of 12,Frozen,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 12}",gluten;fish,19.04,supermarket
N200324,Northfield cola zero 1 L pack of 2,Beverages,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 2}",none,11.28,supermarket
N201260,Valley sparkling water 2 L pack of 1,Beverages,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 1}",none,17.92,supermarket
N202880,Valley cheddar cheese 6 pk pack of 2,Dairy,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 2}",milk,3.52,supermarket
N202590,Valley bin liners 1 L pack of 2,Household,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 2}",none,14.47,online
N201606,Harvest paper towel 330 ml pack of 6,Household,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,14.9,online
N202541,Harvest salted crisps 250 ml pack of 4,Snacks,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",nuts;milk,6.04,supermarket
N201528,Northfield salted butter 750 g pack of 2,Dairy,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 2}",milk,21.95,express
N200114,Harvest baby spinach 500 g pack of 2,Produce,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 2}",none,22.08,online
N200633,Northfield seeded bagel 500 g pack of 4,Bakery,"{""brand"": ""Northfield"", ""size"": ""500 g"", ""pack_qty"": 4}",gluten;egg,22.76,online
N200692,Bluebell oat drink 750 g pack of 1,Beverages,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 1}",none,21.65,online
N201930,Meadow gala apple 1 L pack of 6,Produce,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 6}",none,21.29,supermarket
N202506,Harvest avocado ripe 330 ml pack of 6,Produce,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,18.16,supermarket
N201515,Bluebell margherita pizza 1 L pack of 1,Frozen,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 1}",gluten;fish,15.32,supermarket
N201919,Bluebell hand soap 750 g pack of 4,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 4}",none,11.01,express
N200177,Northfield butter croissant 750 g pack of 12,Bakery,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 12}",gluten;egg,23.66,express
N202577,Bluebell butter croissant 1 L pack of 2,Bakery,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 2}",gluten;egg,21.84,online
N201384,Harvest greek yogurt 500 g pack of 2,Dairy,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 2}",milk,3.65,supermarket
N202023,Bluebell toothpaste mint 750 g pack of 2,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 2}",none,5.31,online
N201213,Harvest trail mix 750 g pack of 2,Snacks,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 2}",nuts;milk,5.02,supermarket
N200202,Orchard cherry tomato 2 L pack of 4,Produce,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 4}",none,11.64,online
N202953,Meadow butter croissant 330 ml pack of 6,Bakery,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 6}",gluten;egg,7.72,online
N201913,Harvest blueberry muffin 1 L pack of 4,Bakery,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 4}",gluten;egg,17.43,supermarket
N202780,Bluebell sparkling water 1 kg pack of 2,Beverages,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,23.84,express
N201591,Harvest hand soap 6 pk pack of 1,Personal Care,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 1}",none,0.84,supermarket
N201731,Bluebell garden peas 6 pk pack of 6,Frozen,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;fish,9.91,express
N201379,Harvest mixed berries 250 ml pack of 12,Frozen,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 12}",gluten;fish,21.85,online
N201066,Harvest avocado ripe 250 ml pack of 4,Produce,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,14.07,online
N202519,Meadow hand soap 750 g pack of 2,Personal Care,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 2}",none,21.55,online
N200923,Valley fish fingers 500 g pack of 1,Frozen,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 1}",gluten;fish,2.76,express
N201422,Orchard paper towel 750 g pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 12}",none,21.97,supermarket
N200367,Meadow razor blades 6 pk pack of 6,Personal Care,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,8.17,express
N201931,Valley mixed berries 1 kg pack of 12,Frozen,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 12}",gluten;fish,14.35,supermarket
N200995,Meadow mixed berries 330 ml pack of 4,Frozen,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 4}",gluten;fish,18.09,online
N202084,Orchard oat drink 2 L pack of 12,Beverages,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 12}",none,16.61,supermarket
N201129,Meadow blueberry muffin 6 pk pack of 6,Bakery,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;egg,2.03,online
N202783,Orchard hand soap 250 ml pack of 1,Personal Care,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,15.58,express
N201807,Orchard toothpaste mint 1 kg pack of 12,Personal Care,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,14.07,online
N202607,Meadow hand soap 6 pk pack of 6,Personal Care,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,14.8,supermarket
N201563,Orchard vanilla icecream 500 g pack of 6,Frozen,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 6}",gluten;fish,5.3,online
N200287,Orchard hand soap 250 ml pack of 1,Personal Care,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,7.93,online
N201308,Meadow cold brew 330 ml pack of 1,Beverages,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 1}",none,16.4,express
N202037,Harvest tortilla chips 250 ml pack of 4,Snacks,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",nuts;milk,3.48,express
N202703,Meadow toothpaste mint 500 g pack of 1,Personal Care,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 1}",none,4.11,supermarket
N200321,Harvest sourdough loaf 250 ml pack of 4,Bakery,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",gluten;egg,12.22,express
N202125,Valley salted crisps 1 kg pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 4}",nuts;milk,21.17,online
N200996,Harvest oat drink 1 L pack of 6,Beverages,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 6}",none,5.32,express
N201813,Orchard tortilla chips 6 pk pack of 4,Snacks,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 4}",nuts;milk,12.08,online
N200629,Meadow dark chocolate 6 pk pack of 2,Snacks,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",nuts;milk,8.03,supermarket
N202702,Northfield dish soap 750 g pack of 4,Household,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 4}",none,23.37,express
N201889,Harvest butter croissant 330 ml pack of 1,Bakery,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 1}",gluten;egg,23.65,supermarket
N202477,Meadow salted crisps 500 g pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 1}",nuts;milk,23.66,express
N202926,Valley dish soap 1 kg pack of 2,Household,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,8.37,supermarket
N201388,Orchard orange juice 330 ml pack of 2,Beverages,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,12.33,supermarket
N200525,Valley dark chocolate 750 g pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 4}",nuts;milk,1.16,online
N201330,Bluebell avocado ripe 250 ml pack of 12,Produce,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,2.93,online
N201487,Harvest body lotion 500 g pack of 12,Personal Care,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 12}",none,22.35,supermarket
N201808,Harvest cheddar cheese 500 g pack of 2,Dairy,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 2}",milk,10.71,supermarket
N202262,Orchard dish soap 750 g pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 12}",none,10.5,express
N202888,Valley double cream 1 L pack of 2,Dairy,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 2}",milk,9.21,express
N202940,Harvest sparkling water 500 g pack of 6,Beverages,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 6}",none,20.37,online
N202864,Orchard greek yogurt 500 g pack of 1,Dairy,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 1}",milk,22.25,supermarket
N201352,Northfield greek yogurt 2 L pack of 2,Dairy,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 2}",milk,21.86,express
N202567,Orchard razor blades 2 L pack of 4,Personal Care,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 4}",none,23.45,supermarket
N200954,Meadow baby spinach 1 kg pack of 2,Produce,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 2}",none,19.79,express
N200494,Meadow paper towel 250 ml pack of 12,Household,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,1.6,express
N200910,Meadow dish soap 6 pk pack of 6,Household,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,20.79,supermarket
N202388,Valley cola zero 500 g pack of 1,Beverages,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 1}",none,4.45,online
N200018,Northfield cherry tomato 330 ml pack of 6,Produce,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,13.46,supermarket
N201547,Bluebell fish fingers 250 ml pack of 2,Frozen,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 2}",gluten;fish,23.05,supermarket
N202229,Bluebell tortilla chips 1 L pack of 6,Snacks,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 6}",nuts;milk,5.66,express
N201605,Meadow tortilla chips 330 ml pack of 12,Snacks,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 12}",nuts;milk,10.85,supermarket
N200142N,ORCHARD BIN LINERS 330 ML PACK OF 2  ,Household,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,12.5,online
N200541,Northfield tortilla chips 1 L pack of 1,Snacks,"{""brand"": ""Northfield"", ""size"": ""1 L"", ""pack_qty"": 1}",nuts;milk,15.88,supermarket
N202005,Northfield trail mix 500 g pack of 1,Snacks,"{""brand"": ""Northfield"", ""size"": ""500 g"", ""pack_qty"": 1}",nuts;milk,23.69,express
N200846,Orchard glass cleaner 6 pk pack of 1,Household,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 1}",none,14.38,supermarket
N202488,Orchard whole milk 1 kg pack of 2,Dairy,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 2}",milk,17.36,express
N201798,Meadow glass cleaner 2 L pack of 1,Household,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 1}",none,19.19,supermarket
N201980,Bluebell sparkling water 250 ml pack of 6,Beverages,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,13.94,supermarket
N200220,Valley sparkling water 500 g pack of 4,Beverages,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 4}",none,14.33,online
N202169,Meadow seeded bagel 750 g pack of 1,Bakery,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 1}",gluten;egg,14.94,online
N202440,Northfield whole milk 330 ml pack of 1,Dairy,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 1}",milk,7.81,online
N201270,Meadow laundry pods 2 L pack of 2,Household,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 2}",none,11.95,supermarket
N200580,Northfield orange juice 2 L pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 4}",none,8.54,online
N200755,Orchard fish fingers 750 g pack of 2,Frozen,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 2}",gluten;fish,21.21,supermarket
N201527,Harvest toothpaste mint 500 g pack of 6,Personal Care,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 6}",none,18.07,online
N202310,Orchard glass cleaner 6 pk pack of 12,Household,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 12}",none,4.48,express
N200073,Bluebell seeded bagel 750 g pack of 12,Bakery,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 12}",gluten;egg,1.97,supermarket
N200766,Orchard glass cleaner 1 L pack of 1,Household,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 1}",none,14.15,express
N201052,Meadow cold brew 2 L pack of 4,Beverages,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 4}",none,4.75,online
N200679,Meadow toothpaste mint 330 ml pack of 4,Personal Care,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,16.78,supermarket
N201764,Bluebell cold brew 1 kg pack of 12,Beverages,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,17.08,express
N201775,Valley body lotion 330 ml pack of 12,Personal Care,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,4.07,supermarket
N200062,Valley dish soap 330 ml pack of 12,Household,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,9.78,online
N200974,Bluebell dish soap 750 g pack of 6,Household,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 6}",none,3.56,express
N202972,Orchard cold brew 6 pk pack of 4,Beverages,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 4}",none,5.35,supermarket
N202706,Meadow gala apple 1 kg pack of 1,Produce,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,2.34,online
N200269,Meadow rice cakes 1 kg pack of 6,Snacks,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 6}",nuts;milk,11.02,express
N202693,Bluebell trail mix 1 kg pack of 2,Snacks,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 2}",nuts;milk,16.65,express
N200781,Valley trail mix 1 L pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 4}",nuts;milk,4.68,express
N200484,Harvest oat drink 1 L pack of 4,Beverages,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 4}",none,4.85,express
N201217,Harvest butter croissant 6 pk pack of 6,Bakery,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 6}",gluten;egg,7.08,online
N201740,Bluebell orange juice 500 g pack of 1,Beverages,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 1}",none,14.94,supermarket
N202959,Valley toothpaste mint 2 L pack of 1,Personal Care,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 1}",none,17.14,online
N201784,Northfield whole milk 330 ml pack of 1,Dairy,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 1}",milk,22.53,express
N201541,Valley salted crisps 250 ml pack of 6,Snacks,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 6}",nuts;milk,7.77,express
N202878,Valley glass cleaner 330 ml pack of 1,Household,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 1}",none,18.0,supermarket
N200395,Orchard fish fingers 6 pk pack of 4,Frozen,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,1.35,online
N202149,Valley salted crisps 250 ml pack of 12,Snacks,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 12}",nuts;milk,4.87,supermarket
N201412,Harvest cold brew 2 L pack of 12,Beverages,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 12}",none,12.94,express
N202732,Orchard orange juice 250 ml pack of 6,Beverages,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,15.82,online
N202623,Valley body lotion 500 g pack of 6,Personal Care,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 6}",none,23.62,express
N200307,Meadow fish fingers 1 L pack of 12,Frozen,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 12}",gluten;fish,11.96,express
N200028,Valley orange juice 1 L pack of 12,Beverages,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 12}",none,21.84,express
N201809,Meadow wholemeal bread 330 ml pack of 4,Bakery,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 4}",gluten;egg,18.01,express
N201361,Orchard sourdough loaf 250 ml pack of 6,Bakery,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;egg,15.95,supermarket
N200180,Harvest cola zero 250 ml pack of 12,Beverages,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,1.27,supermarket
N201512,Orchard double cream 250 ml pack of 6,Dairy,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 6}",milk,18.39,online
N201825,Northfield seeded bagel 6 pk pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;egg,3.62,supermarket
N202917,Valley rice cakes 500 g pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 4}",nuts;milk,0.47,express
N202144,Meadow cheddar cheese 2 L pack of 6,Dairy,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 6}",milk,23.16,online
N202062,Meadow bin liners 6 pk pack of 2,Household,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,5.02,supermarket
N202427,Orchard vanilla icecream 330 ml pack of 1,Frozen,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 1}",gluten;fish,21.98,supermarket
N200715,Meadow margherita pizza 750 g pack of 6,Frozen,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 6}",gluten;fish,1.66,supermarket
N202604,Northfield cold brew 250 ml pack of 12,Beverages,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,4.06,supermarket
N200249,Northfield wholemeal bread 6 pk pack of 12,Bakery,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 12}",gluten;egg,17.38,express
N202934,Orchard paper towel 2 L pack of 6,Household,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 6}",none,20.5,online
