item_id,description
N201763,Supplier sheet: Meadow fish fingers 250 ml pack of 4. Store at -18C. Shelf life 161 days. Allergens: gluten;fish.
N202992,Supplier sheet: Northfield salted butter 2 L pack of 12. Store at chilled. Shelf life 42 days. Allergens: milk.
N200652,Supplier sheet: Meadow sparkling water 2 L pack of 6. Store at ambient. Shelf life 51 days. Allergens: none.
N201837,Supplier sheet: Northfield tortilla chips 250 ml pack of 4. Store at ambient. Shelf life 46 days. Allergens: nuts;milk.
N200265,Supplier sheet: Meadow wholemeal bread 330 ml pack of 4. Store at ambient. Shelf life 114 days. Allergens: gluten;egg.
N202081,Supplier sheet: Northfield sourdough loaf 6 pk pack of 1. Store at ambient. Shelf life 21 days. Allergens: gluten;egg.
N200897,Supplier sheet: Valley sourdough loaf 1 L pack of 4. Store at ambient. Shelf life 124 days. Allergens: gluten;egg.
N202622,Supplier sheet: Northfield laundry pods 330 ml pack of 6. Store at ambient. Shelf life 147 days. Allergens: none.
N201866,Supplier sheet: Valley avocado ripe 1 L pack of 6. Store at chilled. Shelf life 122 days. Allergens: none.
N200926,Supplier sheet: Meadow laundry pods 2 L pack of 12. Store at ambient. Shelf life 26 days. Allergens: none.
N202466,Supplier sheet: Harvest baby spinach 250 ml pack of 1. Store at chilled. Shelf life 90 days. Allergens: none.
N202950,Supplier sheet: Orchard dish soap 2 L pack of 2. Store at ambient. Shelf life 97 days. Allergens: none.
N201007,Supplier sheet: Orchard razor blades 250 ml pack of 6. Store at ambient. Shelf life 72 days. Allergens: none. Rep contact rep4@example-supplier.test
N202130,Supplier sheet: Harvest baby spinach 330 ml pack of 6. Store at chilled. Shelf life 85 days. Allergens: none.
N201386,Supplier sheet: Valley cherry tomato 500 g pack of 12. Store at chilled. Shelf life 137 days. Allergens: none.
N201714,Supplier sheet: Valley avocado ripe 330 ml pack of 4. Store at chilled. Shelf life 150 days. Allergens: none.
N201481,Supplier sheet: Bluebell wholemeal bread 500 g pack of 1. Store at ambient. Shelf life 56 days. Allergens: gluten;egg.
N202435N,Supplier sheet: MEADOW MARGHERITA PIZZA 250 ML PACK OF 2  . Store at -18C. Shelf life 61 days. Allergens: gluten;fish.
N200441,Supplier sheet: Harvest wholemeal bread 250 ml pack of 2. Store at ambient. Shelf life 39 days. Allergens: gluten;egg.
N201112,Supplier sheet: Valley cheddar cheese 2 L pack of 4. Store at chilled. Shelf life 74 days. Allergens: milk.
N200157,Supplier sheet: Valley trail mix 250 ml pack of 12. Store at ambient. Shelf life 99 days. Allergens: nuts;milk.
N202755,Supplier sheet: Meadow mixed berries 500 g pack of 12. Store at -18C. Shelf life 129 days. Allergens: gluten;fish.
N201249,Supplier sheet: Northfield butter croissant 330 ml pack of 1. Store at ambient. Shelf life 50 days. Allergens: gluten;egg.
N200669,Supplier sheet: Northfield trail mix 2 L pack of 12. Store at ambient. Shelf life 41 days. Allergens: nuts;milk.
N202423,Supplier sheet: Northfield razor blades 1 kg pack of 4. Store at ambient. Shelf life 8 days. Allergens: none.
N202968,Supplier sheet: Bluebell whole milk 6 pk pack of 1. Store at chilled. Shelf life 19 days. Allergens: milk.
N202860,Supplier sheet: Valley oat drink 500 g pack of 4. Store at ambient. Shelf life 12 days. Allergens: none.
N200074,Supplier sheet: Valley baby spinach 1 L pack of 1. Store at chilled. Shelf life 39 days. Allergens: none.
N200827,Supplier sheet: Meadow vanilla icecream 500 g pack of 2. Store at -18C. Shelf life 126 days. Allergens: gluten;fish.
N202206,Supplier sheet: Orchard glass cleaner 1 L pack of 1. Store at ambient. Shelf life 140 days. Allergens: none.
N200436,Supplier sheet: Bluebell sparkling water 750 g pack of 4. Store at ambient. Shelf life 175 days. Allergens: none.
N200736,Supplier sheet: Harvest salted butter 750 g pack of 12. Store at chilled. Shelf life 99 days. Allergens: milk.
N202348,Supplier sheet: Northfield cold brew 750 g pack of 12. Store at ambient. Shelf life 83 days. Allergens: none.
N202467,Supplier sheet: Northfield garden peas 250 ml pack of 6. Store at -18C. Shelf life 162 days. Allergens: gluten;fish.
N201772,Supplier sheet: Harvest cold brew 250 ml pack of 1. Store at ambient. Shelf life 29 days. Allergens: none.
N201686,Supplier sheet: Orchard dish soap 2 L pack of 1. Store at ambient. Shelf life 114 days. Allergens: none.
N202942,Supplier sheet: Meadow laundry pods 1 L pack of 4. Store at ambient. Shelf life 147 days. Allergens: none.
N200609,Supplier sheet: Bluebell butter croissant 6 pk pack of 2. Store at ambient. Shelf life 91 days. Allergens: gluten;egg.
N200582,Supplier sheet: Harvest dish soap 6 pk pack of 6. Store at ambient. Shelf life 49 days. Allergens: none.
N202600,Supplier sheet: Valley greek yogurt 6 pk pack of 4. Store at chilled. Shelf life 112 days. Allergens: milk.
N202563,Supplier sheet: Meadow mixed berries 250 ml pack of 12. Store at -18C. Shelf life 179 days. Allergens: gluten;fish.
N201975,Supplier sheet: Orchard hand soap 2 L pack of 1. Store at ambient. Shelf life 44 days. Allergens: none.
N202853,Supplier sheet: Meadow rice cakes 750 g pack of 4. Store at ambient. Shelf life 102 days. Allergens: nuts;milk.
N200295,Supplier sheet: Orchard body lotion 6 pk pack of 2. Store at ambient. Shelf life 11 days. Allergens: none.
N202319,Supplier sheet: Orchard body lotion 1 L pack of 2. Store at ambient. Shelf life 44 days. Allergens: none.
N200565,Supplier sheet: Meadow trail mix 2 L pack of 1. Store at ambient. Shelf life 138 days. Allergens: nuts;milk.
N201946,Supplier sheet: Orchard banana bunch 500 g pack of 2. Store at chilled. Shelf life 90 days. Allergens: none.
N201123,Supplier sheet: Orchard vanilla icecream 330 ml pack of 2. Store at -18C. Shelf life 38 days. Allergens: gluten;fish.
N201695,Supplier sheet: Harvest hand soap 1 kg pack of 1. Store at ambient. Shelf life 62 days. Allergens: none.
N201994,Supplier sheet: Northfield cherry tomato 2 L pack of 12. Store at chilled. Shelf life 24 days. Allergens: none.
N200813,Supplier sheet: Orchard tortilla chips 1 kg pack of 4. Store at ambient. Shelf life 140 days. Allergens: nuts;milk.
N200131,Supplier sheet: Bluebell fish fingers 2 L pack of 12. Store at -18C. Shelf life 169 days. Allergens: gluten;fish.
N202195,Supplier sheet: Valley margherita pizza 750 g pack of 6. Store at -18C. Shelf life 21 days. Allergens: gluten;fish.
N201701,Supplier sheet: Northfield trail mix 250 ml pack of 2. Store at ambient. Shelf life 45 days. Allergens: nuts;milk.
N202218,Supplier sheet: Bluebell banana bunch 250 ml pack of 6. Store at chilled. Shelf life 154 days. Allergens: none.
N201108,Supplier sheet: Northfield orange juice 750 g pack of 4. Store at ambient. Shelf life 158 days. Allergens: none.
N202111,Supplier sheet: Northfield hand soap 1 kg pack of 12. Store at ambient. Shelf life 138 days. Allergens: none.
N201783,Supplier sheet: Orchard shampoo daily 1 kg pack of 4. Store at ambient. Shelf life 129 days. Allergens: none.
N200714,Supplier sheet: Bluebell baby spinach 1 kg pack of 1. Store at chilled. Shelf life 155 days. Allergens: none.
N201619,Supplier sheet: Harvest margherita pizza 6 pk pack of 2. Store at -18C. Shelf life 69 days. Allergens: gluten;fish.
N201582,Supplier sheet: Harvest bin liners 250 ml pack of 2. Store at ambient. Shelf life 161 days. Allergens: none.
N200338,Supplier sheet: Valley gala apple 1 kg pack of 1. Store at chilled. Shelf life 159 days. Allergens: none.
N201215,Supplier sheet: Harvest hand soap 330 ml pack of 1. Store at ambient. Shelf life 43 days. Allergens: none.
N201220,Supplier sheet: Orchard cola zero 250 ml pack of 4. Store at ambient. Shelf life 15 days. Allergens: none.
N200753,Supplier sheet: Valley wholemeal bread 250 ml pack of 6. Store at ambient. Shelf life 95 days. Allergens: gluten;egg.
N201773,Supplier sheet: Bluebell dark chocolate 250 ml pack of 1. Store at ambient. Shelf life 137 days. Allergens: nuts;milk.
N200555,Supplier sheet: Valley garden peas 1 kg pack of 1. Store at -18C. Shelf life 153 days. Allergens: gluten;fish.
N202107,Supplier sheet: Orchard vanilla icecream 1 kg pack of 1. Store at -18C. Shelf life 28 days. Allergens: gluten;fish.
N201625,Supplier sheet: Harvest seeded bagel 750 g pack of 1. Store at ambient. Shelf life 69 days. Allergens: gluten;egg.
N202357,Supplier sheet: Northfield trail mix 250 ml pack of 1. Store at ambient. Shelf life 138 days. Allergens: nuts;milk.
N202069,Supplier sheet: Harvest trail mix 2 L pack of 6. Store at ambient. Shelf life 13 days. Allergens: nuts;milk.
N202500,Supplier sheet: Orchard oat drink 250 ml pack of 4. Store at ambient. Shelf life 130 days. Allergens: none.
N201502,Supplier sheet: Valley laundry pods 750 g pack of 4. Store at ambient. Shelf life 54 days. Allergens: none.
N200454,Supplier sheet: Harvest dish soap 1 kg pack of 1. Store at ambient. Shelf life 6 days. Allergens: none. Rep contact rep26@example-supplier.test
N202824,Supplier sheet: Valley greek yogurt 330 ml pack of 12. Store at chilled. Shelf life 45 days. Allergens: milk.
N201443,Supplier sheet: Harvest mixed berries 250 ml pack of 4. Store at -18C. Shelf life 134 days. Allergens: gluten;fish. Call +1-555-0115-1015
N200008,Supplier sheet: Orchard whole milk 2 L pack of 6. Store at chilled. Shelf life 157 days. Allergens: milk.
N201953,Supplier sheet: Northfield wholemeal bread 500 g pack of 2. Store at ambient. Shelf life 17 days. Allergens: gluten;egg.
N200024,Supplier sheet: Valley whole milk 500 g pack of 1. Store at chilled. Shelf life 85 days. Allergens: milk.
N200282,Supplier sheet: Orchard gala apple 6 pk pack of 2. Store at chilled. Shelf life 38 days. Allergens: none.
N202073,Supplier sheet: Northfield wholemeal bread 250 ml pack of 2. Store at ambient. Shelf life 123 days. Allergens: gluten;egg.
N202481,Supplier sheet: Meadow butter croissant 1 kg pack of 6. Store at ambient. Shelf life 141 days. Allergens: gluten;egg.
N200317,Supplier sheet: Harvest tortilla chips 1 kg pack of 1. Store at ambient. Shelf life 173 days. Allergens: nuts;milk.
N200411,Supplier sheet: Meadow mixed berries 6 pk pack of 1. Store at -18C. Shelf life 65 days. Allergens: gluten;fish.
N201511,Supplier sheet: Harvest hand soap 330 ml pack of 6. Store at ambient. Shelf life 55 days. Allergens: none.
N201670,Supplier sheet: Northfield glass cleaner 2 L pack of 12. Store at ambient. Shelf life 57 days. Allergens: none.
N202277,Supplier sheet: Northfield dark chocolate 2 L pack of 2. Store at ambient. Shelf life 137 days. Allergens: nuts;milk.
N200751,Supplier sheet: Harvest body lotion 1 kg pack of 12. Store at ambient. Shelf life 81 days. Allergens: none.
N200855,Supplier sheet: Harvest razor blades 330 ml pack of 12. Store at ambient. Shelf life 7 days. Allergens: none.
N201765,Supplier sheet: Valley tortilla chips 1 L pack of 12. Store at ambient. Shelf life 170 days. Allergens: nuts;milk.
N201164,Supplier sheet: Northfield orange juice 750 g pack of 4. Store at ambient. Shelf life 21 days. Allergens: none.
N200409,Supplier sheet: Orchard sourdough loaf 500 g pack of 2. Store at ambient. Shelf life 167 days. Allergens: gluten;egg.
N200045,Supplier sheet: Orchard rice cakes 2 L pack of 12. Store at ambient. Shelf life 31 days. Allergens: nuts;milk.
N200154,Supplier sheet: Valley avocado ripe 6 pk pack of 12. Store at chilled. Shelf life 98 days. Allergens: none.
N202655,Supplier sheet: Bluebell shampoo daily 500 g pack of 2. Store at ambient. Shelf life 58 days. Allergens: none.
N200273,Supplier sheet: Meadow sourdough loaf 750 g pack of 2. Store at ambient. Shelf life 124 days. Allergens: gluten;egg.
N201349,Supplier sheet: Orchard rice cakes 1 L pack of 12. Store at ambient. Shelf life 74 days. Allergens: nuts;milk.
N202454,Supplier sheet: Meadow bin liners 500 g pack of 4. Store at ambient. Shelf life 68 days. Allergens: none. Call +1-555-0125-1025
N200412,Supplier sheet: Valley orange juice 6 pk pack of 1. Store at ambient. Shelf life 87 days. Allergens: none.
N201604,Supplier sheet: Valley oat drink 750 g pack of 2. Store at ambient. Shelf life 174 days. Allergens: none.
N202355,Supplier sheet: Meadow fish fingers 1 L pack of 1. Store at -18C. Shelf life 46 days. Allergens: gluten;fish.
N202223,Supplier sheet: Bluebell toothpaste mint 1 L pack of 4. Store at ambient. Shelf life 41 days. Allergens: none.
N202435,Supplier sheet: Meadow margherita pizza 250 ml pack of 2. Store at -18C. Shelf life 14 days. Allergens: gluten;fish.
N200848,Supplier sheet: Northfield cheddar cheese 6 pk pack of 1. Store at chilled. Shelf life 133 days. Allergens: milk.
N201856,Supplier sheet: Orchard cheddar cheese 1 L pack of 4. Store at chilled. Shelf life 122 days. Allergens: milk.
N201002,Supplier sheet: Valley avocado ripe 330 ml pack of 6. Store at chilled. Shelf life 110 days. Allergens: none.
N201664,Supplier sheet: Valley greek yogurt 250 ml pack of 1. Store at chilled. Shelf life 7 days. Allergens: milk.
N200188,Supplier sheet: Bluebell cold brew 250 ml pack of 2. Store at ambient. Shelf life 142 days. Allergens: none.
N202067,Supplier sheet: Orchard margherita pizza 750 g pack of 12. Store at -18C. Shelf life 146 days. Allergens: gluten;fish.
N200446,Supplier sheet: Valley bin liners 250 ml pack of 12. Store at ambient. Shelf life 170 days. Allergens: none.
N200164,Supplier sheet: Bluebell cola zero 1 L pack of 4. Store at ambient. Shelf life 167 days. Allergens: none.
N200787,Supplier sheet: Meadow margherita pizza 750 g pack of 12. Store at -18C. Shelf life 49 days. Allergens: gluten;fish.
N201792,Supplier sheet: Orchard cheddar cheese 750 g pack of 1. Store at chilled. Shelf life 128 days. Allergens: milk.
N202592,Supplier sheet: Bluebell salted butter 1 kg pack of 6. Store at chilled. Shelf life 74 days. Allergens: milk.
N201594,Supplier sheet: Bluebell cherry tomato 250 ml pack of 6. Store at chilled. Shelf life 108 days. Allergens: none.
N200468,Supplier sheet: Northfield sparkling water 6 pk pack of 6. Store at ambient. Shelf life 61 days. Allergens: none.
N201389,Supplier sheet: Meadow dark chocolate 1 L pack of 12. Store at ambient. Shelf life 119 days. Allergens: nuts;milk.
N202947,Supplier sheet: Bluebell garden peas 750 g pack of 2. Store at -18C. Shelf life 171 days. Allergens: gluten;fish.
N202906,Supplier sheet: Meadow banana bunch 750 g pack of 12. Store at chilled. Shelf life 118 days. Allergens: none.
N201065,Supplier sheet: Harvest butter croissant 2 L pack of 1. Store at ambient. Shelf life 165 days. Allergens: gluten;egg.
N200517,Supplier sheet: Northfield tortilla chips 1 kg pack of 2. Store at ambient. Shelf life 167 days. Allergens: nuts;milk.
N200834,Supplier sheet: Harvest cherry tomato 750 g pack of 12. Store at chilled. Shelf life 24 days. Allergens: none.
N201971,Supplier sheet: Orchard margherita pizza 6 pk pack of 4. Store at -18C. Shelf life 173 days. Allergens: gluten;fish.
N200364,Supplier sheet: Valley orange juice 2 L pack of 2. Store at ambient. Shelf life 147 days. Allergens: none.
N200060,Supplier sheet: Meadow oat drink 750 g pack of 4. Store at ambient. Shelf life 78 days. Allergens: none.
N202806,Supplier sheet: Meadow glass cleaner 2 L pack of 4. Store at ambient. Shelf life 109 days. Allergens: none.
N200604,Supplier sheet: Valley orange juice 500 g pack of 12. Store at ambient. Shelf life 112 days. Allergens: none.
N200532,Supplier sheet: Northfield cola zero 500 g pack of 4. Store at ambient. Shelf life 142 days. Allergens: none.
N200153,Supplier sheet: Harvest blueberry muffin 330 ml pack of 4. Store at ambient. Shelf life 145 days. Allergens: gluten;egg.
N200600,Supplier sheet: Bluebell salted butter 1 L pack of 1. Store at chilled. Shelf life 21 days. Allergens: milk.
N200047,Supplier sheet: Orchard hand soap 1 L pack of 2. Store at ambient. Shelf life 3 days. Allergens: none.
N201162,Supplier sheet: Bluebell cherry tomato 750 g pack of 12. Store at chilled. Shelf life 46 days. Allergens: none.
N202684,Supplier sheet: Harvest oat drink 1 kg pack of 6. Store at ambient. Shelf life 96 days. Allergens: none.
N200780,Supplier sheet: Meadow orange juice 2 L pack of 2. Store at ambient. Shelf life 153 days. Allergens: none.
N200710,Supplier sheet: Meadow paper towel 750 g pack of 6. Store at ambient. Shelf life 118 days. Allergens: none.
N202629,Supplier sheet: Meadow rice cakes 250 ml pack of 2. Store at ambient. Shelf life 27 days. Allergens: nuts;milk.
N201378,Supplier sheet: Valley cherry tomato 6 pk pack of 4. Store at chilled. Shelf life 129 days. Allergens: none.
N202370,Supplier sheet: Bluebell baby spinach 750 g pack of 6. Store at chilled. Shelf life 85 days. Allergens: none.
N200342,Supplier sheet: Valley bin liners 6 pk pack of 2. Store at ambient. Shelf life 68 days. Allergens: none.
N200066,Supplier sheet: Bluebell baby spinach 500 g pack of 12. Store at chilled. Shelf life 139 days. Allergens: none. Call +1-555-0123-1023
N202704,Supplier sheet: Valley double cream 1 kg pack of 2. Store at chilled. Shelf life 55 days. Allergens: milk.
N200429,Supplier sheet: Meadow rice cakes 1 L pack of 4. Store at ambient. Shelf life 112 days. Allergens: nuts;milk.
N202957,Supplier sheet: Bluebell trail mix 1 L pack of 2. Store at ambient. Shelf life 35 days. Allergens: nuts;milk.
N201322,Supplier sheet: Meadow banana bunch 250 ml pack of 1. Store at chilled. Shelf life 70 days. Allergens: none.
N202035,Supplier sheet: Meadow margherita pizza 750 g pack of 2. Store at -18C. Shelf life 101 days. Allergens: gluten;fish.
N202872,Supplier sheet: Harvest salted butter 750 g pack of 4. Store at chilled. Shelf life 113 days. Allergens: milk.
N202224,Supplier sheet: Harvest greek yogurt 750 g pack of 12. Store at chilled. Shelf life 165 days. Allergens: milk.
N201564N,Supplier sheet: MEADOW OAT DRINK 500 G PACK OF 1  . Store at ambient. Shelf life 54 days. Allergens: none.
N202907,Supplier sheet: Harvest vanilla icecream 2 L pack of 4. Store at -18C. Shelf life 161 days. Allergens: gluten;fish.
N200041,Supplier sheet: Orchard butter croissant 250 ml pack of 12. Store at ambient. Shelf life 147 days. Allergens: gluten;egg.
N202253,Supplier sheet: Valley rice cakes 1 L pack of 2. Store at ambient. Shelf life 66 days. Allergens: nuts;milk.
N201045,Supplier sheet: Valley rice cakes 6 pk pack of 4. Store at ambient. Shelf life 27 days. Allergens: nuts;milk.
N200546,Supplier sheet: Orchard gala apple 330 ml pack of 12. Store at chilled. Shelf life 48 days. Allergens: none.
N200316,Supplier sheet: Orchard orange juice 500 g pack of 2. Store at ambient. Shelf life 119 days. Allergens: none.
N201181,Supplier sheet: Orchard salted crisps 330 ml pack of 2. Store at ambient. Shelf life 142 days. Allergens: nuts;milk.
N200662,Supplier sheet: Northfield bin liners 750 g pack of 4. Store at ambient. Shelf life 111 days. Allergens: none.
N202215,Supplier sheet: Meadow hand soap 750 g pack of 12. Store at ambient. Shelf life 131 days. Allergens: none.
N202416,Supplier sheet: Harvest double cream 1 L pack of 12. Store at chilled. Shelf life 20 days. Allergens: milk.
N200120,Supplier sheet: Harvest salted butter 6 pk pack of 1. Store at chilled. Shelf life 92 days. Allergens: milk.
N202118,Supplier sheet: Northfield laundry pods 330 ml pack of 6. Store at ambient. Shelf life 157 days. Allergens: none.
N201867,Supplier sheet: Valley margherita pizza 1 kg pack of 4. Store at -18C. Shelf life 71 days. Allergens: gluten;fish.
N201423,Supplier sheet: Meadow body lotion 1 kg pack of 6. Store at ambient. Shelf life 162 days. Allergens: none.
N202794,Supplier sheet: Harvest avocado ripe 250 ml pack of 1. Store at chilled. Shelf life 24 days. Allergens: none.
N202240,Supplier sheet: Meadow double cream 250 ml pack of 2. Store at chilled. Shelf life 176 days. Allergens: milk.
N201880,Supplier sheet: Valley double cream 6 pk pack of 6. Store at chilled. Shelf life 141 days. Allergens: milk.
N201881,Supplier sheet: Harvest wholemeal bread 250 ml pack of 6. Store at ambient. Shelf life 113 days. Allergens: gluten;egg.
N201461,Supplier sheet: Meadow salted crisps 500 g pack of 1. Store at ambient. Shelf life 112 days. Allergens: nuts;milk.
N202173,Supplier sheet: Meadow rice cakes 750 g pack of 1. Store at ambient. Shelf life 168 days. Allergens: nuts;milk.
N202538,Supplier sheet: Northfield gala apple 1 kg pack of 4. Store at chilled. Shelf life 69 days. Allergens: none.
N201046,Supplier sheet: Meadow glass cleaner 250 ml pack of 12. Store at ambient. Shelf life 32 days. Allergens: none. Rep contact rep14@example-supplier.test
N200542,Supplier sheet: Meadow paper towel 2 L pack of 1. Store at ambient. Shelf life 165 days. Allergens: none.
N200608,Supplier sheet: Harvest whole milk 330 ml pack of 1. Store at chilled. Shelf life 21 days. Allergens: milk.
N200821,Supplier sheet: Harvest tortilla chips 500 g pack of 12. Store at ambient. Shelf life 119 days. Allergens: nuts;milk.
N201414,Supplier sheet: Orchard bin liners 330 ml pack of 2. Store at ambient. Shelf life 50 days. Allergens: none.
N202042,Supplier sheet: Valley cherry tomato 1 L pack of 6. Store at chilled. Shelf life 167 days. Allergens: none.
N202311,Supplier sheet: Valley toothpaste mint 500 g pack of 1. Store at ambient. Shelf life 175 days. Allergens: none.
N200784,Supplier sheet: Meadow greek yogurt 250 ml pack of 6. Store at chilled. Shelf life 86 days. Allergens: milk.
N201235,Supplier sheet: Orchard vanilla icecream 500 g pack of 12. Store at -18C. Shelf life 97 days. Allergens: gluten;fish.
N200798,Supplier sheet: Harvest glass cleaner 750 g pack of 12. Store at ambient. Shelf life 83 days. Allergens: none.
N202313,Supplier sheet: Meadow butter croissant 500 g pack of 12. Store at ambient. Shelf life 78 days. Allergens: gluten;egg.
N202776,Supplier sheet: Harvest greek yogurt 2 L pack of 1. Store at chilled. Shelf life 168 days. Allergens: milk.
N200632,Supplier sheet: Harvest double cream 1 L pack of 4. Store at chilled. Shelf life 53 days. Allergens: milk.
N202803,Supplier sheet: Harvest margherita pizza 250 ml pack of 6. Store at -18C. Shelf life 172 days. Allergens: gluten;fish.
N202835,Supplier sheet: Orchard vanilla icecream 500 g pack of 1. Store at -18C. Shelf life 118 days. Allergens: gluten;fish.
N201789,Supplier sheet: Northfield rice cakes 500 g pack of 4. Store at ambient. Shelf life 173 days. Allergens: nuts;milk.
N201048,Supplier sheet: Meadow greek yogurt 500 g pack of 4. Store at chilled. Shelf life 111 days. Allergens: milk.
N202271,Supplier sheet: Harvest hand soap 6 pk pack of 12. Store at ambient. Shelf life 147 days. Allergens: none.
N200042,Supplier sheet: Orchard baby spinach 750 g pack of 4. Store at chilled. Shelf life 89 days. Allergens: none.
N202116,Supplier sheet: Northfield cola zero 2 L pack of 4. Store at ambient. Shelf life 84 days. Allergens: none. Call +1-555-0109-1009
N202070,Supplier sheet: Bluebell glass cleaner 1 kg pack of 12. Store at ambient. Shelf life 48 days. Allergens: none.
N200510,Supplier sheet: Bluebell glass cleaner 2 L pack of 2. Store at ambient. Shelf life 40 days. Allergens: none.
N200788,Supplier sheet: Orchard oat drink 330 ml pack of 4. Store at ambient. Shelf life 9 days. Allergens: none.
N201609,Supplier sheet: Harvest seeded bagel 250 ml pack of 1. Store at ambient. Shelf life 70 days. Allergens: gluten;egg.
N200516,Supplier sheet: Orchard orange juice 750 g pack of 4. Store at ambient. Shelf life 177 days. Allergens: none.
N200683,Supplier sheet: Orchard fish fingers 750 g pack of 12. Store at -18C. Shelf life 169 days. Allergens: gluten;fish.
N201019,Supplier sheet: Meadow garden peas 250 ml pack of 4. Store at -18C. Shelf life 125 days. Allergens: gluten;fish.
N202464,Supplier sheet: Bluebell greek yogurt 750 g pack of 1. Store at chilled. Shelf life 67 days. Allergens: milk.
N202449,Supplier sheet: Meadow seeded bagel 750 g pack of 4. Store at ambient. Shelf life 95 days. Allergens: gluten;egg.
N202004,Supplier sheet: Bluebell sparkling water 750 g pack of 12. Store at ambient. Shelf life 136 days. Allergens: none.
N201230,Supplier sheet: Harvest dish soap 250 ml pack of 4. Store at ambient. Shelf life 3 days. Allergens: none.
N202666,Supplier sheet: Valley gala apple 6 pk pack of 2. Store at chilled. Shelf life 166 days. Allergens: none.
N201094,Supplier sheet: Orchard bin liners 330 ml pack of 4. Store at ambient. Shelf life 157 days. Allergens: none.
N201197,Supplier sheet: Valley dark chocolate 500 g pack of 4. Store at ambient. Shelf life 174 days. Allergens: nuts;milk.
N201620,Supplier sheet: Meadow oat drink 330 ml pack of 12. Store at ambient. Shelf life 19 days. Allergens: none.
N201463,Supplier sheet: Orchard hand soap 1 L pack of 1. Store at ambient. Shelf life 170 days. Allergens: none.
N200058,Supplier sheet: Valley gala apple 6 pk pack of 1. Store at chilled. Shelf life 111 days. Allergens: none.
N200257,Supplier sheet: Orchard sourdough loaf 250 ml pack of 4. Store at ambient. Shelf life 101 days. Allergens: gluten;egg.
N200189,Supplier sheet: Meadow tortilla chips 1 kg pack of 6. Store at ambient. Shelf life 34 days. Allergens: nuts;milk.
N202017,Supplier sheet: Valley butter croissant 1 kg pack of 12. Store at ambient. Shelf life 90 days. Allergens: gluten;egg.
N202663,Supplier sheet: Bluebell shampoo daily 1 L pack of 4. Store at ambient. Shelf life 67 days. Allergens: none.
N202459,Supplier sheet: Harvest garden peas 2 L pack of 6. Store at -18C. Shelf life 177 days. Allergens: gluten;fish.
N201592,Supplier sheet: Bluebell cheddar cheese 1 L pack of 12. Store at chilled. Shelf life 63 days. Allergens: milk.
N200139,Supplier sheet: Valley garden peas 1 kg pack of 1. Store at -18C. Shelf life 41 days. Allergens: gluten;fish.
N201657,Supplier sheet: Valley seeded bagel 250 ml pack of 6. Store at ambient. Shelf life 170 days. Allergens: gluten;egg.
N201122,Supplier sheet: Bluebell avocado ripe 500 g pack of 1. Store at chilled. Shelf life 36 days. Allergens: none.
N201160,Supplier sheet: Valley double cream 2 L pack of 6. Store at chilled. Shelf life 163 days. Allergens: milk.
N202193,Supplier sheet: Orchard wholemeal bread 1 L pack of 4. Store at ambient. Shelf life 173 days. Allergens: gluten;egg.
N200116,Supplier sheet: Bluebell sparkling water 750 g pack of 12. Store at ambient. Shelf life 57 days. Allergens: none.
N200209,Supplier sheet: Northfield seeded bagel 500 g pack of 6. Store at ambient. Shelf life 124 days. Allergens: gluten;egg.
N202082,Supplier sheet: Meadow gala apple 1 L pack of 4. Store at chilled. Shelf life 144 days. Allergens: none.
N201954,Supplier sheet: Meadow avocado ripe 2 L pack of 6. Store at chilled. Shelf life 97 days. Allergens: none.
N200929,Supplier sheet: Orchard butter croissant 1 L pack of 12. Store at ambient. Shelf life 126 days. Allergens: gluten;egg.
N200999,Supplier sheet: Bluebell body lotion 750 g pack of 2. Store at ambient. Shelf life 26 days. Allergens: none.
N201280,Supplier sheet: Valley cheddar cheese 6 pk pack of 6. Store at chilled. Shelf life 94 days. Allergens: milk.
N202561,Supplier sheet: Orchard blueberry muffin 1 L pack of 1. Store at ambient. Shelf life 93 days. Allergens: gluten;egg.
N202009,Supplier sheet: Harvest wholemeal bread 1 kg pack of 4. Store at ambient. Shelf life 103 days. Allergens: gluten;egg.
N201554,Supplier sheet: Bluebell gala apple 500 g pack of 1. Store at chilled. Shelf life 170 days. Allergens: none. Call +1-555-0101-1001
N201091,Supplier sheet: Bluebell mixed berries 750 g pack of 6. Store at -18C. Shelf life 148 days. Allergens: gluten;fish.
N200077,Supplier sheet: Northfield rice cakes 500 g pack of 1. Store at ambient. Shelf life 109 days. Allergens: nuts;milk.
N201537,Supplier sheet: Bluebell wholemeal bread 1 kg pack of 12. Store at ambient. Shelf life 74 days. Allergens: gluten;egg.
N201161,Supplier sheet: Orchard wholemeal bread 500 g pack of 1. Store at ambient. Shelf life 74 days. Allergens: gluten;egg.
N202881,Supplier sheet: Meadow sourdough loaf 2 L pack of 4. Store at ambient. Shelf life 6 days. Allergens: gluten;egg.
N201350,Supplier sheet: Bluebell paper towel 2 L pack of 12. Store at ambient. Shelf life 100 days. Allergens: none.
N202375,Supplier sheet: Northfield shampoo daily 1 L pack of 12. Store at ambient. Shelf life 47 days. Allergens: none.
N201725,Supplier sheet: Harvest rice cakes 1 kg pack of 12. Store at ambient. Shelf life 159 days. Allergens: nuts;milk.
N201428,Supplier sheet: Meadow sparkling water 330 ml pack of 6. Store at ambient. Shelf life 139 days. Allergens: none.
